event_uid,venue_uid,"start_date","end_date"
4575,10137684,"2013-05-31","2013-09-08"
13228,13371986,"2012-04-25","2012-04-25"
13313,13357951,"2019-03-03","2019-04-04"
13793,6249733,"2016-03-21","2016-04-08"
14545,2575785,"2014-09-13","2014-09-13"
15623,9976546,"2016-11-18","2016-11-20"
15964,13952082,"2019-03-08","2019-04-27"
16978,11227709,"2017-11-06","2017-11-22"
18831,5903412,"2008-10-25","2008-11-16"
19415,3550312,"2011-03-03","2011-03-31"
25376,13275212,"2011-06-04","2011-06-04"
28137,7049963,"2014-09-27","2014-10-25"
31445,12757578,"2008-11-15","2009-01-03"
32789,9576675,"2017-06-03","2017-06-27"
33955,15823095,"2012-03-31","2012-03-31"
37214,12330565,"2013-02-23","2013-06-30"
43140,5764669,"2010-10-03","2010-10-03"
44355,6474523,"2016-07-08","2016-08-13"
44381,3255090,"2014-01-10","2014-02-15"
46264,14221280,"2017-01-27","2017-03-11"
46406,9576675,"2010-09-04","2010-09-26"
47360,16545239,"2011-10-29","2011-10-29"
48845,3708126,"2009-09-19","2009-10-01"
51930,14224768,"2008-10-01","2008-10-24"
57361,10194916,"2009-01-08","2009-02-08"
62850,15997428,"2019-01-31","2019-04-11"
67500,13360907,"2010-04-29","2010-05-06"
68305,1647308,"2014-09-10","2014-09-10"
68854,13357951,"2011-04-22","2011-05-05"
70635,1767648,"2019-02-20","2019-04-30"
73041,13952082,"2016-05-20","2016-06-25"
73211,512846,"2012-03-15","2012-04-28"
78072,10059929,"2017-11-11","2017-11-12"
78381,5392379,"2014-05-03","2014-05-31"
80166,5759561,"2010-09-10","2010-10-23"
80903,12330565,"2007-05-21","2007-09-16"
81295,11058957,"2013-10-12","2013-10-12"
85228,2857335,"2011-07-23","2011-07-23"
87368,712212,"2014-09-05","2014-10-04"
88142,712212,"2009-11-07","2009-12-05"
88961,7539113,"2016-03-30","2016-04-16"
89583,1097735,"2017-04-28","2017-04-29"
91539,4029071,"2011-05-21","2011-05-21"
93778,6852043,"2017-09-16","2017-09-16"
95014,1540059,"2011-06-16","2011-07-20"
96142,3708126,"2018-09-15","2018-10-27"
96758,5903412,"2012-06-28","2012-07-08"
97991,10137684,"2014-01-31","2014-03-30"
99300,3260883,"2009-03-28","2009-03-28"
100093,1540059,"2017-12-06","2018-01-05"
100737,6618085,"2011-09-30","2012-01-08"
100974,14153503,"2009-09-04","2009-11-15"
101216,1153402,"2019-08-28","2019-08-28"
102209,2797286,"2014-09-05","2014-10-04"
102489,6495752,"2011-02-19","2011-03-19"
102792,16399049,"2014-10-23","2014-11-29"
112675,10434253,"2012-02-04","2012-02-05"
114598,8692473,"2009-02-26","2009-04-04"
114846,5031284,"2016-05-21","2016-07-02"
115075,3708126,"2018-02-03","2018-03-31"
116392,3155723,"2007-06-02","2007-07-07"
118036,12999371,"2015-12-03","2015-12-03"
118401,9960048,"2015-12-12","2015-12-13"
118939,11856697,"2017-01-13","2017-02-25"
121032,11607508,"2014-09-14","2014-10-10"
121881,6450183,"2014-04-01","2014-04-29"
122454,12330565,"2011-11-13","2011-11-13"
124878,12330565,"2015-10-24","2015-10-24"
126841,12330565,"2012-06-10","2012-09-23"
127259,4731788,"2008-06-07","2008-07-31"
128617,6474523,"2015-09-11","2015-10-24"
131303,4984980,"2008-10-04","2008-10-31"
131417,1540059,"2014-09-08","2014-10-15"
134998,2838960,"2015-11-06","2015-12-05"
135724,5527059,"2012-10-27","2012-12-01"
136994,6125238,"2014-06-26","2014-08-16"
138566,15103540,"2015-08-06","2015-09-26"
138721,6569912,"2010-11-11","2010-11-13"
139335,1300447,"2018-02-08","2018-02-08"
140508,13240000,"2018-06-29","2018-06-29"
141062,6569912,"2015-10-13","2015-10-13"
143354,12330565,"2012-06-24","2012-09-09"
145986,3708126,"2019-02-02","2019-03-30"
146644,15901858,"2015-03-22","2015-03-22"
147118,1153402,"2007-11-09","2008-02-17"
151969,4036593,"2009-07-11","2009-08-09"
152708,3887462,"2013-06-07","2013-07-13"
153729,4984980,"2012-01-14","2012-01-29"
157545,11533392,"2015-09-09","2015-09-09"
158752,14369173,"2012-02-02","2012-03-18"
160023,4036593,"2016-11-26","2017-01-08"
161400,1459984,"2011-11-11","2011-12-17"
164038,7546246,"2013-10-25","2013-10-26"
164941,7729187,"2018-01-27","2018-03-03"
168235,4011713,"2012-01-07","2012-01-07"
168992,13371986,"2012-03-31","2012-06-24"
169782,4451265,"2014-10-25","2014-12-07"
177101,3368192,"2017-11-04","2017-11-04"
177388,12042046,"2016-09-21","2017-01-12"
180283,1077923,"2017-04-06","2017-04-06"
181169,14088458,"2017-12-02","2017-12-31"
182107,3430069,"2015-01-31","2015-02-28"
184187,1459984,"2008-01-11","2008-02-23"
186116,14221280,"2013-11-22","2014-01-17"
187278,9929570,"2012-03-19","2012-04-27"
192032,1145359,"2019-01-22","2019-02-23"
194141,6450183,"2016-11-05","2016-11-28"
194616,2188428,"2010-04-16","2010-05-30"
194927,2857335,"2013-04-06","2013-05-04"
200413,10137684,"2016-01-16","2016-01-16"
202126,13952082,"2017-11-10","2018-01-13"
203277,2188428,"2009-01-30","2009-03-07"
205831,14088458,"2015-09-11","2015-09-30"
206628,3708126,"2016-01-09","2016-02-27"
213905,10137684,"2016-05-27","2016-08-27"
216044,6617588,"2007-12-01","2007-12-25"
218299,1153402,"2015-04-18","2015-04-18"
219585,6450183,"2015-10-10","2015-10-10"
219915,7049963,"2018-12-01","2019-01-19"
220924,12330565,"2017-11-19","2018-02-11"
223671,14221280,"2009-03-06","2009-04-17"
226076,512846,"2010-08-08","2010-09-02"
228513,2797286,"2011-03-25","2011-04-30"
228575,10547616,"2012-10-20","2012-11-21"
229080,9873468,"2012-01-13","2012-02-18"
229374,6450183,"2018-05-02","2018-05-29"
229504,8298559,"2016-02-12","2016-04-16"
230333,9733210,"2007-10-02","2008-01-11"
231099,3816741,"2018-05-12","2018-06-02"
239587,11856697,"2014-02-28","2014-03-12"
242527,8710033,"2018-02-21","2018-02-25"
246370,2271027,"2016-11-10","2016-11-30"
246754,13521856,"2017-11-09","2017-12-15"
247268,4036593,"2018-07-14","2018-08-19"
249440,11550677,"2018-09-27","2018-09-28"
249508,13360907,"2012-07-17","2012-08-16"
249543,9284819,"2013-01-31","2013-01-31"
251964,13521856,"2018-11-05","2018-11-29"
253828,9743125,"2014-01-17","2014-02-18"
255722,9576675,"2019-01-04","2019-01-29"
255787,8346100,"2016-05-14","2016-05-14"
258026,14221280,"2011-09-09","2012-02-24"
258068,9576675,"2014-07-05","2014-07-27"
258102,14746351,"2015-05-09","2015-07-04"
262553,13360907,"2013-03-19","2013-04-04"
263317,512846,"2018-04-05","2018-05-24"
263823,5031284,"2013-10-26","2013-11-30"
267015,1372240,"2010-06-17","2010-06-17"
270090,9976546,"2011-10-01","2011-10-02"
273283,512846,"2017-05-25","2017-08-24"
274955,12535941,"2017-06-09","2017-06-09"
276569,476776,"2015-02-13","2015-03-14"
280641,1153402,"2016-02-09","2016-02-09"
282513,12292027,"2007-07-21","2007-08-10"
284451,6906371,"2009-04-24","2009-05-23"
285236,3155723,"2008-05-03","2008-05-31"
290977,6480276,"2017-05-06","2017-05-06"
292830,59280,"2016-01-22","2016-01-22"
293235,8848008,"2008-05-09","2008-06-27"
293607,12295343,"2012-03-24","2012-04-28"
297141,16399049,"2019-01-24","2019-03-09"
297768,6480276,"2017-01-18","2017-02-01"
299130,1396764,"2010-01-21","2010-02-20"
300668,9041257,"2012-10-05","2012-10-05"
300736,75028,"2010-02-05","2010-03-05"
304243,3155723,"2007-07-14","2007-08-11"
305452,11143361,"2015-09-16","2015-10-28"
305951,9873468,"2011-01-26","2011-02-19"
306168,15997428,"2018-02-08","2018-03-29"
306950,5231713,"2019-02-15","2019-03-16"
307217,9873468,"2010-07-09","2010-08-21"
309238,476776,"2019-06-29","2019-07-27"
310796,15797266,"2013-12-07","2014-01-11"
310956,6450183,"2012-03-03","2012-03-03"
312448,13371986,"2013-08-08","2013-08-08"
315842,59280,"2019-09-14","2020-01-19"
326055,476776,"2018-02-24","2018-03-31"
327531,15817929,"2017-04-23","2017-04-23"
328047,5903412,"2015-09-25","2015-09-25"
328232,7898351,"2016-11-10","2016-12-03"
328668,8692473,"2008-12-17","2009-02-09"
329252,14221280,"2013-01-19","2013-01-19"
331530,15797266,"2014-01-18","2014-03-22"
332172,9041257,"2014-03-07","2014-03-15"
333856,1153402,"2013-09-27","2013-09-27"
334689,6617588,"2009-12-11","2009-12-11"
335366,12330565,"2016-10-02","2017-01-02"
335957,9873468,"2009-04-24","2009-05-30"
336723,11786582,"2017-09-14","2017-10-14"
337083,11058957,"2010-11-06","2010-11-06"
337746,6569912,"2016-10-21","2017-03-18"
338142,6618085,"2008-03-14","2008-05-11"
338145,1145359,"2013-06-06","2013-07-06"
339072,416130,"2013-10-10","2013-11-06"
339092,14199188,"2015-03-05","2015-04-08"
342360,9927925,"2011-11-10","2012-01-13"
342695,6618085,"2010-10-01","2011-01-02"
343819,8685805,"2013-07-04","2013-07-27"
346690,13236364,"2015-12-11","2016-01-09"
348444,3816741,"2015-10-29","2015-12-19"
350998,6906371,"2009-10-16","2009-11-14"
351354,14020589,"2012-06-29","2012-06-29"
352308,6569912,"2013-09-16","2013-09-16"
352907,6618085,"2013-10-19","2013-10-19"
354673,5527059,"2007-11-08","2007-12-21"
356079,13952082,"2010-05-01","2010-05-01"
356499,1153402,"2018-10-14","2018-10-14"
358317,1077923,"2015-11-05","2015-11-05"
360496,1145359,"2018-06-07","2018-07-28"
360807,5903412,"2015-11-14","2015-11-14"
362913,14221280,"2014-11-08","2014-11-08"
364152,4362617,"2011-09-17","2011-10-15"
369599,16399049,"2015-03-26","2015-05-09"
371990,10439642,"2018-05-19","2018-06-23"
373270,6450183,"2016-04-02","2016-04-29"
374014,8346100,"2013-01-19","2013-01-19"
374133,14153503,"2012-09-07","2012-11-25"
374407,1077923,"2017-09-23","2017-09-23"
375349,476776,"2018-12-01","2019-01-12"
376153,1737223,"2015-05-30","2015-08-15"
377066,10137684,"2011-06-11","2011-09-03"
378816,10137684,"2017-06-16","2017-09-02"
379562,4036593,"2015-08-13","2015-08-13"
380195,13371986,"2015-02-27","2015-06-21"
381049,1153402,"2007-06-08","2007-09-16"
381843,12330565,"2018-08-03","2018-11-11"
383492,3151828,"2012-12-08","2012-12-08"
386075,5081784,"2011-07-09","2011-07-30"
391330,1729644,"2016-04-08","2016-05-21"
393655,6618085,"2009-11-12","2010-01-17"
397151,15901858,"2017-04-02","2017-04-02"
397359,1153402,"2019-05-17","2019-05-17"
397404,5231713,"2011-01-07","2011-03-05"
400172,4578810,"2019-09-14","2019-11-17"
403324,12330565,"2011-07-03","2011-09-25"
403582,7729187,"2019-05-25","2019-05-20"
403708,4731788,"2009-05-15","2009-06-13"
403900,3708126,"2015-12-10","2016-01-30"
403964,14858902,"2008-04-12","2008-04-26"
406940,9743125,"2014-02-21","2014-03-29"
409856,12330565,"2017-07-01","2017-09-24"
418801,4578810,"2016-01-16","2016-03-12"
419862,1153402,"2017-10-27","2017-10-27"
420565,12330565,"2015-11-12","2015-11-19"
421370,9038499,"2011-10-01","2011-10-01"
427940,13695903,"2014-09-27","2014-11-15"
432388,3708126,"2008-06-14","2008-08-12"
432855,10547616,"2011-01-15","2011-02-12"
433665,12042046,"2015-05-27","2015-08-01"
433894,14088458,"2015-10-03","2015-10-31"
434900,3816741,"2015-04-02","2015-05-09"
436122,2797286,"2007-06-01","2007-07-05"
436825,1647308,"2015-10-14","2015-10-14"
437032,5213004,"2012-05-17","2012-05-18"
438620,3708126,"2018-06-16","2018-06-16"
440135,5764669,"2008-09-06","2008-09-28"
440502,6569912,"2009-06-03","2009-08-15"
440661,12757578,"2007-05-05","2007-06-30"
441952,13952082,"2017-09-15","2017-10-28"
442472,14330106,"2019-09-14","2019-10-26"
444662,4036593,"2017-03-04","2017-04-16"
444778,6569912,"2018-02-16","2018-03-24"
449997,9576675,"2013-09-07","2013-09-29"
450094,8298559,"2013-01-26","2013-01-26"
450673,6470334,"2017-09-29","2017-10-29"
453265,1459984,"2012-04-28","2012-04-28"
454245,11167254,"2019-07-26","2019-07-27"
454444,12330565,"2008-12-13","2009-03-22"
455387,16399049,"2013-02-01","2013-03-09"
455904,606854,"2013-02-06","2013-02-13"
457532,9783535,"2017-02-12","2017-02-19"
459952,4731788,"2010-04-29","2010-06-05"
462842,1959807,"2010-03-12","2010-04-04"
463673,1212828,"2018-06-02","2018-07-21"
464730,15070720,"2014-04-12","2014-05-12"
467143,10137684,"2016-05-27","2016-09-03"
467197,6450183,"2015-01-06","2015-01-30"
469679,1153402,"2013-10-09","2013-10-08"
476617,15100653,"2013-09-07","2013-12-14"
480131,12330565,"2016-06-18","2016-09-11"
481950,14221280,"2016-01-22","2016-02-27"
492507,8692473,"2018-02-24","2018-03-31"
492948,6669651,"2016-09-25","2016-09-25"
493927,966651,"2018-01-11","2018-03-05"
495057,6669651,"2012-03-27","2012-03-27"
499301,3155723,"2017-01-14","2017-02-18"
500295,3143806,"2011-06-25","2011-07-25"
501825,8743244,"2012-03-17","2012-03-31"
507896,6618085,"2007-08-17","2007-10-21"
508972,6618085,"2009-10-02","2009-10-04"
509857,7535394,"2018-04-07","2018-06-23"
512221,16399049,"2010-09-23","2010-10-10"
512413,16431379,"2016-04-02","2016-04-03"
513260,10534432,"2014-06-20","2014-07-19"
520782,5031284,"2018-05-19","2018-06-23"
520902,2838960,"2013-10-25","2013-12-07"
521154,11541711,"2011-10-28","2011-10-28"
523417,13952082,"2017-03-09","2017-04-15"
526034,512846,"2019-03-29","2019-05-18"
528734,8848008,"2009-07-06","2009-07-23"
531185,7578564,"2016-11-26","2017-12-17"
534821,12952164,"2009-03-14","2009-04-04"
535069,12292027,"2009-12-04","2009-12-31"
535126,8710352,"2017-11-02","2017-11-02"
535862,5628617,"2013-06-22","2013-08-25"
542224,1153402,"2019-02-12","2019-02-12"
542860,1202932,"2014-10-18","2014-10-26"
543861,16651951,"2012-09-22","2012-09-22"
544158,1077923,"2016-11-05","2016-11-05"
544833,14858902,"2011-01-15","2011-02-12"
547167,3816741,"2011-03-10","2011-05-07"
548348,1372240,"2010-12-16","2010-12-16"
549162,12013946,"2011-08-19","2011-08-19"
551509,6567283,"2015-05-30","2015-08-01"
552718,4984980,"2012-04-07","2012-04-19"
554305,3368192,"2018-04-19","2018-06-01"
554399,14312615,"2013-09-14","2013-10-14"
554487,2079210,"2013-07-20","2013-08-31"
555858,7535394,"2012-10-20","2012-11-24"
556662,6022610,"2014-03-14","2014-03-14"
557545,7546246,"2015-04-24","2015-04-24"
560175,1145359,"2018-10-04","2018-10-27"
560497,1647308,"2016-04-30","2016-05-28"
560699,1153402,"2011-02-18","2011-04-03"
567929,10316129,"2015-10-04","2016-05-01"
567942,8848008,"2009-12-05","2010-01-14"
569258,113940,"2013-03-09","2013-04-13"
570398,10339974,"2010-07-31","2010-07-31"
573304,11856697,"2010-10-22","2010-11-06"
573847,13292265,"2018-10-20","2018-10-20"
582183,15797266,"2019-06-29","2019-08-17"
582681,6669651,"2016-02-12","2016-02-12"
584383,13952082,"2012-04-13","2012-05-19"
584385,5764669,"2009-12-19","2010-01-03"
586536,8298559,"2013-02-13","2013-02-13"
586995,15797266,"2013-03-23","2013-04-20"
589083,6474523,"2017-11-10","2017-12-16"
589698,13952082,"2009-11-21","2010-01-09"
589953,113940,"2013-10-05","2013-11-23"
590218,3035397,"2008-05-31","2008-07-03"
591530,5480286,"2012-03-02","2012-03-02"
591536,1077923,"2016-03-03","2016-03-03"
596805,13208631,"2016-04-29","2016-04-29"
597297,512846,"2013-04-04","2013-05-11"
597475,9873468,"2010-03-12","2010-04-24"
597715,1737223,"2016-03-19","2016-03-19"
598224,8346100,"2016-01-09","2016-01-22"
598465,9526366,"2018-04-12","2018-04-12"
598734,7535394,"2016-09-10","2016-10-15"
601266,14369173,"2007-02-01","2007-04-01"
602439,7128662,"2015-01-24","2015-04-25"
602607,2079210,"2014-09-10","2014-09-18"
603078,4839648,"2018-01-29","2018-02-17"
606212,1792180,"2019-04-27","2019-04-27"
607138,6450183,"2010-10-01","2010-11-28"
607524,612969,"2017-08-26","2017-09-09"
608287,13157813,"2016-10-13","2016-12-31"
609481,3550312,"2013-08-26","2013-09-19"
610755,16545239,"2011-07-16","2011-07-16"
611940,8685805,"2011-11-12","2011-12-03"
620039,6450183,"2016-09-01","2016-09-28"
621976,2797286,"2014-05-30","2014-07-03"
622115,3816741,"2007-10-18","2007-11-24"
625434,6669651,"2012-09-17","2012-09-17"
625914,15823095,"2011-09-27","2011-09-27"
626381,984952,"2018-01-27","2018-01-27"
626848,1459984,"2007-11-09","2007-12-15"
627541,220855,"2014-03-05","2014-03-05"
628342,4011713,"2014-09-05","2015-03-08"
628354,12330565,"2013-07-25","2013-07-28"
630594,512846,"2015-12-14","2016-01-23"
631616,1459984,"2011-11-11","2011-12-17"
634685,1647308,"2013-03-16","2013-03-16"
635226,6906371,"2007-09-07","2007-10-13"
638875,3816741,"2017-04-13","2017-05-27"
639950,712212,"2017-01-06","2017-02-04"
642614,6618085,"2018-01-19","2018-04-29"
642928,1396764,"2011-09-29","2011-10-29"
643655,12330565,"2017-07-29","2017-07-29"
645357,6618085,"2014-12-11","2014-12-11"
646048,2977656,"2007-10-01","2007-10-27"
649032,15609665,"2018-01-21","2018-03-04"
650528,1153402,"2013-09-27","2014-01-05"
653827,6022610,"2015-05-08","2015-07-05"
653924,13080435,"2017-05-20","2017-09-09"
658743,4029071,"2016-06-25","2016-06-25"
663328,9576675,"2018-04-07","2018-04-30"
667006,9929570,"2012-01-13","2012-03-02"
667397,3035397,"2011-02-02","2011-03-05"
673855,4971427,"2012-10-13","2012-10-13"
674308,6569912,"2016-01-16","2016-03-19"
675870,4024092,"2015-04-17","2015-05-15"
680667,4036593,"2016-04-16","2016-05-22"
682067,712212,"2016-09-09","2016-10-08"
684494,12330565,"2019-07-27","2019-11-03"
687406,5527059,"2016-01-23","2016-03-05"
692762,7535394,"2012-09-09","2012-10-13"
693987,1412195,"2015-05-04","2015-07-31"
695213,1300447,"2019-03-19","2019-03-19"
696329,13371986,"2008-08-28","2008-08-31"
698913,3550312,"2013-04-04","2013-05-02"
699486,3635620,"2015-03-27","2015-03-27"
701388,15967180,"2010-07-17","2010-07-17"
702231,4599642,"2017-04-21","2017-05-01"
702672,1077923,"2018-05-03","2018-05-03"
702983,2797286,"2016-02-12","2016-03-12"
704974,2797286,"2007-09-07","2007-10-13"
706050,12330565,"2018-09-26","2019-09-15"
707758,13371986,"2018-06-03","2018-08-12"
709785,9919206,"2010-09-25","2010-09-25"
710643,1647308,"2013-05-23","2013-05-23"
711267,2652651,"2018-10-26","2018-10-28"
711757,2797286,"2007-07-13","2007-08-11"
712451,4202457,"2012-02-16","2012-03-10"
712452,1831244,"2015-04-10","2015-05-06"
714016,3816741,"2016-03-20","2016-03-20"
714448,6450183,"2013-09-04","2013-09-28"
714568,7729187,"2012-09-08","2012-10-13"
720147,1405677,"2013-05-18","2013-05-18"
720400,2363632,"2008-05-03","2008-05-31"
721404,14369173,"2007-09-27","2007-12-09"
722435,9794617,"2018-08-07","2018-08-08"
724024,6569912,"2017-06-02","2017-09-30"
727564,14746351,"2015-09-12","2015-10-31"
729411,7898351,"2010-02-25","2010-03-20"
730672,13329975,"2015-05-09","2015-05-14"
730696,881985,"2015-01-28","2015-06-01"
731525,5392379,"2012-04-10","2012-04-28"
731889,15370206,"2015-03-06","2015-04-07"
732044,6618085,"2019-08-31","2019-08-31"
732135,4202457,"2011-11-03","2011-11-27"
732540,14746351,"2014-11-01","2015-01-09"
736609,9576675,"2013-10-05","2013-10-28"
738360,9041257,"2013-03-01","2013-03-29"
740105,14725459,"2018-02-23","2018-03-31"
741680,1540059,"2009-06-25","2009-07-31"
745892,11058957,"2009-01-22","2009-02-19"
746186,3708126,"2017-05-06","2017-06-24"
746514,14834996,"2011-06-07","2011-07-01"
746851,6906371,"2007-06-01","2007-06-30"
746878,14153503,"2010-12-15","2010-12-15"
747307,1459984,"2011-09-15","2011-09-15"
747416,512846,"2013-11-07","2013-12-19"
750827,10174866,"2008-07-12","2008-08-30"
752049,12205918,"2018-07-02","2018-08-06"
753283,12330565,"2015-02-03","2015-05-10"
754689,7049963,"2018-11-10","2018-11-24"
756359,11856697,"2015-07-10","2015-08-08"
757271,476776,"2015-06-26","2015-07-26"
761880,6450183,"2015-08-01","2015-08-31"
764926,75028,"2012-06-02","2012-07-12"
766381,11856697,"2014-05-09","2014-06-14"
767958,11856697,"2014-04-23","2014-04-27"
769612,9267027,"2015-09-15","2015-11-05"
772446,12330565,"2018-11-03","2019-02-03"
774547,13020476,"2014-09-06","2014-10-18"
774879,15512352,"2016-01-19","2016-03-04"
777327,2575785,"2019-09-08","2019-09-08"
779288,2838960,"2016-04-08","2016-04-30"
779634,12330565,"2011-11-04","2012-02-05"
779915,3255090,"2011-07-08","2011-08-06"
782782,3708126,"2018-03-03","2018-04-28"
785227,1153402,"2017-02-03","2017-07-09"
785459,1077923,"2012-11-03","2012-11-03"
788674,11926532,"2019-06-01","2019-06-28"
791961,12821536,"2015-09-11","2015-09-12"
792948,3887462,"2012-08-11","2012-08-11"
794859,11856697,"2013-01-25","2013-03-02"
795866,1792180,"2018-10-06","2019-09-30"
801573,8142945,"2013-08-03","2013-08-03"
805100,12292027,"2010-11-06","2010-11-30"
808082,10137684,"2019-05-31","2019-09-01"
814399,11856697,"2009-04-22","2009-04-26"
815778,9576675,"2019-02-02","2019-02-24"
818249,476776,"2019-06-29","2019-07-27"
819381,14221280,"2012-11-16","2013-01-04"
821133,14336347,"2019-05-24","2019-05-24"
821226,2797286,"2007-02-10","2007-02-10"
828541,13275212,"2015-04-29","2015-04-29"
829889,12330565,"2016-01-22","2016-02-02"
830057,8848008,"2010-02-21","2010-02-21"
830295,1719345,"2016-05-04","2016-05-21"
831409,10534432,"2015-01-09","2015-02-07"
833695,3155723,"2018-02-24","2018-03-31"
834135,10137684,"2010-01-15","2010-03-21"
834363,881985,"2012-10-19","2012-12-01"
837262,6474523,"2013-06-28","2013-08-10"
837412,3536561,"2012-09-29","2012-09-29"
838936,11860572,"2017-12-15","2018-01-26"
840629,13740621,"2015-10-13","2015-10-14"
841177,6617588,"2008-10-18","2008-11-01"
843521,11856697,"2013-08-01","2013-08-01"
845766,10227742,"2019-05-15","2019-08-10"
847223,15512352,"2011-12-09","2011-01-13"
848475,14221280,"2017-03-24","2017-05-06"
852602,15773159,"2009-09-15","2009-09-15"
854037,12330565,"2016-07-01","2016-08-13"
855658,59280,"2014-06-27","2014-01-04"
857181,6474523,"2012-01-13","2012-02-17"
857706,3255090,"2011-08-27","2011-09-30"
861037,5527059,"2014-06-14","2014-07-03"
864204,14207979,"2019-09-06","2019-09-21"
866346,11058957,"2010-03-25","2010-08-14"
868776,1831244,"2015-02-13","2015-02-28"
870279,12330565,"2014-10-15","2014-10-15"
871594,220855,"2010-12-09","2011-01-08"
872880,14199188,"2015-04-16","2015-05-07"
878651,13236364,"2015-02-14","2015-02-15"
878973,13952082,"2010-09-10","2010-10-23"
879240,12330565,"2018-10-07","2019-01-27"
879829,12640959,"2018-02-01","2018-02-28"
881625,12330565,"2015-02-15","2015-05-10"
881699,11785671,"2012-03-24","2012-04-26"
884161,12050612,"2016-02-26","2016-04-02"
885693,5812647,"2011-10-22","2011-10-22"
889890,14497201,"2016-01-19","2016-02-18"
890746,12757578,"2008-08-23","2008-08-28"
890839,1153402,"2015-11-05","2016-06-20"
891296,13952082,"2007-06-22","2007-08-11"
891313,7535394,"2011-09-17","2011-10-15"
898367,59280,"2016-09-03","2017-03-26"
900290,11058957,"2010-06-24","2010-09-18"
900297,6569912,"2018-02-17","2018-03-24"
901105,13638544,"2015-04-01","2015-05-20"
901426,2838960,"2014-09-12","2014-10-04"
908139,6906371,"2009-02-20","2009-03-21"
908798,10136979,"2019-04-05","2019-04-05"
909083,13275212,"2012-07-28","2012-07-28"
909902,6450183,"2012-05-02","2012-05-29"
911259,1153402,"2016-03-04","2016-05-29"
911516,3352428,"2013-07-19","2013-07-19"
912304,59280,"2013-01-06","2013-01-06"
913828,4509071,"2013-06-14","2013-07-12"
914720,2575785,"2013-03-21","2013-03-21"
914786,6029270,"2009-05-07","2009-05-21"
916687,3297716,"2012-09-13","2012-10-15"
918727,4036593,"2017-07-15","2017-08-20"
922194,12485585,"2016-12-11","2016-12-11"
923646,6838236,"2012-11-03","2012-11-04"
923961,4578810,"2014-03-15","2014-06-08"
929426,10000716,"2015-06-06","2015-07-08"
930579,2857335,"2015-03-07","2015-03-31"
936286,5764669,"2010-05-29","2010-05-29"
936629,14864515,"2014-01-09","2014-02-20"
938471,345578,"2016-04-30","2016-04-30"
939863,12757578,"2018-11-10","2019-01-05"
942453,3816741,"2009-05-06","2009-06-13"
943901,11778569,"2015-01-25","2015-01-25"
952780,220855,"2011-10-13","2011-11-05"
953125,220855,"2011-02-10","2011-03-12"
954044,14153503,"2015-06-05","2015-07-10"
958743,1153402,"2018-12-12","2018-12-12"
959656,10000716,"2011-10-01","2011-11-03"
960529,6450183,"2017-05-02","2017-05-30"
960577,1396764,"2010-09-30","2010-10-30"
961215,6480276,"2018-03-22","2018-04-07"
965490,14221280,"2016-08-05","2016-09-17"
966489,6125238,"2013-05-25","2013-06-27"
970519,5976362,"2014-01-24","2014-01-25"
971540,1153402,"2012-09-20","2013-02-03"
971721,10137684,"2007-10-06","2008-01-20"
971766,1540059,"2010-01-14","2010-02-19"
972860,6495752,"2010-07-10","2010-08-14"
976845,13360907,"2009-09-10","2009-09-24"
977295,11537273,"2012-11-01","2012-11-01"
978344,220855,"2011-09-08","2011-10-08"
979256,6569912,"2013-06-06","2013-06-06"
983577,3155723,"2015-10-24","2015-11-25"
984689,5527059,"2009-03-21","2009-04-18"
988782,5903412,"2015-08-06","2015-08-31"
995791,3887462,"2010-05-08","2010-06-04"
996263,5812647,"2014-09-04","2014-09-07"
997065,8692473,"2015-06-20","2015-07-25"
999009,6618085,"2019-08-15","2019-11-30"
1000868,2363632,"2008-11-05","2008-11-05"
1001665,4984980,"2012-04-21","2012-04-30"
1001815,15123524,"2018-03-06","2018-04-05"
1002017,416130,"2009-06-04","2009-06-30"
1002305,1077923,"2019-04-17","2019-04-17"
1004355,4036593,"2013-11-30","2014-01-12"
1005236,6022610,"2018-05-11","2018-07-08"
1005407,13251653,"2012-02-11","2012-02-12"
1005437,8685805,"2013-09-04","2013-09-28"
1006192,5731082,"2013-02-08","2013-03-24"
1010541,3905084,"2019-08-09","2019-08-09"
1013379,4720303,"2016-01-23","2016-03-01"
1014126,10174866,"2007-02-17","2007-03-17"
1014354,9634931,"2009-04-24","2009-05-23"
1017027,14330106,"2012-03-16","2012-04-21"
1019324,3708126,"2009-12-05","2010-01-12"
1019987,4578810,"2008-11-22","2009-02-15"
1021407,2857335,"2007-08-04","2007-08-26"
1022550,9576675,"2013-12-07","2013-12-29"
1025367,10339974,"2010-03-13","2010-03-28"
1027463,16545239,"2012-03-24","2012-04-28"
1031312,9976546,"2011-11-18","2011-11-20"
1033499,6347849,"2016-02-03","2016-04-27"
1037283,14221280,"2019-03-22","2019-05-04"
1041047,9743125,"2011-10-01","2011-11-29"
1042262,2188428,"2009-04-25","2009-05-24"
1042980,10711215,"2010-08-28","2010-09-11"
1043480,14603859,"2015-03-03","2015-03-31"
1044647,11288393,"2010-08-31","2010-08-31"
1045434,1831244,"2014-10-31","2014-11-07"
1045864,6022610,"2007-09-13","2007-10-21"
1046141,10725400,"2016-03-26","2016-03-27"
1046499,5811036,"2007-10-13","2007-11-03"
1046884,3155723,"2017-09-09","2017-10-14"
