event_uid,venue_uid,"start_date","end_date"
9210666,476776,"2018-10-20","2018-11-24"
9213816,11864345,"2016-10-22","2016-12-18"
9216101,14199188,"2016-02-05","2016-03-05"
9221142,9576675,"2015-09-05","2015-09-27"
9224850,6618085,"2016-10-08","2017-01-15"
9225711,8692473,"2007-02-17","2007-02-17"
9226605,1153402,"2019-01-23","2019-01-23"
9226624,15100653,"2010-03-20","2010-04-25"
9228590,16645125,"2018-05-10","2018-06-30"
9230007,416130,"2012-06-06","2012-07-03"
9240384,4202457,"2012-06-07","2012-07-18"
9240909,5231713,"2015-05-01","2015-06-12"
9243353,1459984,"2012-04-28","2012-06-17"
9244553,15370206,"2018-03-09","2018-04-20"
9256318,3155723,"2009-01-17","2009-02-14"
9256928,6480276,"2016-07-29","2016-07-29"
9256988,8848008,"2007-12-07","2007-12-07"
9263040,6022610,"2010-05-07","2010-06-27"
9264779,3029515,"2016-05-28","2016-06-18"
9264887,5628617,"2010-09-17","2010-09-26"
9267862,12330565,"2013-05-03","2013-06-14"
9268178,11785671,"2011-07-09","2011-07-09"
9268677,13952082,"2015-02-28","2015-04-04"
9277432,8582368,"2015-09-17","2015-11-12"
9280553,14632234,"2017-03-25","2017-03-26"
9281493,6617588,"2009-05-16","2009-06-20"
9282040,6474523,"2014-02-21","2014-04-05"
9283042,9743125,"2014-09-05","2014-10-25"
9284720,3843275,"2012-10-20","2012-10-20"
9287624,6618085,"2017-05-19","2017-09-03"
9290662,11856697,"2014-08-22","2014-09-27"
9292188,819363,"2018-03-21","2018-04-26"
9293004,15823095,"2014-02-07","2014-02-07"
9293569,9927925,"2012-09-20","2012-11-02"
9296939,5231713,"2012-09-07","2012-10-05"
9297048,11856697,"2010-11-19","2011-01-15"
9297887,1396764,"2007-07-14","2007-08-18"
9301132,15059868,"2019-03-29","2019-03-31"
9301547,14088458,"2017-09-09","2017-10-01"
9303705,4334497,"2019-04-27","2019-08-18"
9304581,6618085,"2016-04-30","2016-08-07"
9307256,6470334,"2019-07-13","2019-08-08"
9308652,9576675,"2010-11-06","2010-11-28"
9310925,606854,"2012-07-14","2012-07-15"
9321269,2797286,"2012-03-02","2012-03-31"
9321301,1077923,"2019-01-22","2019-01-22"
9321318,6669651,"2012-11-08","2012-11-08"
9322722,11856697,"2012-08-24","2012-09-29"
9324574,4036593,"2016-03-22","2016-03-22"
9328792,2838960,"2016-05-07","2016-05-28"
9328841,615820,"2019-03-20","2019-03-20"
9329758,13360907,"2008-07-15","2008-07-31"
9334302,11227709,"2018-03-24","2018-03-30"
9334734,3708126,"2018-11-03","2019-01-12"
9336108,3708126,"2017-09-09","2017-10-28"
9336796,6906352,"2017-04-01","2017-04-01"
9338402,4334497,"2009-02-20","2009-02-20"
9341083,4334497,"2019-02-16","2019-02-16"
9341182,9634931,"2012-03-23","2012-04-28"
9341356,8570906,"2019-05-24","2019-05-26"
9342534,4036593,"2013-04-20","2013-05-26"
9343848,8848008,"2007-07-13","2007-08-17"
9344398,4011713,"2009-12-10","2009-12-10"
9346850,712212,"2010-05-15","2010-06-12"
9347101,11856697,"2011-11-18","2012-01-07"
9350628,1647308,"2017-09-22","2017-11-18"
9351131,1770792,"2014-07-18","2014-08-16"
9353183,1396764,"2017-04-27","2017-06-03"
9354995,5764669,"2009-06-27","2009-07-26"
9355400,176405,"2012-08-10","2012-08-10"
9360523,13952082,"2013-06-28","2013-08-17"
9364038,14369173,"2017-02-09","2017-05-14"
9366751,6450183,"2015-02-03","2015-02-26"
9367609,5976362,"2010-07-01","2010-07-01"
9373270,1077923,"2019-02-02","2019-02-08"
9374220,12705346,"2015-01-28","2015-02-28"
9378082,14221280,"2009-03-06","2009-04-17"
9379772,220855,"2008-04-17","2008-05-26"
9381645,9576675,"2011-07-09","2011-08-28"
9382136,10137684,"2014-01-09","2014-01-09"
9383281,12330565,"2016-06-03","2016-06-24"
9383813,712212,"2013-10-04","2013-10-26"
9385092,6618085,"2013-06-21","2013-10-13"
9385209,6567283,"2016-11-12","2016-12-31"
9389364,14207979,"2018-01-26","2018-02-11"
9389437,14746351,"2015-07-30","2015-08-12"
9389695,10137684,"2012-11-03","2012-11-03"
9390508,14330106,"2014-02-14","2014-03-08"
9390868,9976546,"2011-04-08","2011-04-10"
9393218,6474523,"2016-12-10","2016-12-10"
9394061,2260451,"2018-07-20","2018-07-22"
9395599,6394891,"2018-11-15","2018-12-18"
9395832,11294310,"2011-12-17","2011-12-17"
9396486,1315886,"2019-03-29","2019-05-29"
9396800,14858902,"2007-12-01","2007-12-29"
9400400,8573380,"2011-09-17","2011-10-15"
9401461,8582368,"2018-04-09","2018-04-09"
9401649,10434253,"2012-04-28","2012-04-29"
9402363,14199188,"2015-11-20","2015-12-30"
9403597,3155723,"2019-01-19","2019-02-16"
9406605,11798058,"2019-06-01","2019-06-01"
9411008,220855,"2015-02-19","2015-03-13"
9411814,8298559,"2011-05-20","2011-07-02"
9419877,10137684,"2018-03-03","2018-03-03"
9421107,11058957,"2007-02-12","2007-09-15"
9421966,6450183,"2007-11-01","2007-11-28"
9422857,5635178,"2011-10-22","2011-11-05"
9424219,12330565,"2017-02-26","2017-05-29"
9427233,15075089,"2017-07-08","2017-07-08"
9427813,615820,"2019-01-25","2019-05-18"
9427841,16399049,"2017-01-19","2017-03-18"
9432991,14746351,"2015-05-09","2015-07-04"
9435631,9743125,"2014-06-13","2014-08-15"
9437141,6474523,"2012-08-17","2012-08-27"
9443316,14221280,"2013-03-04","2013-03-04"
9446752,13371986,"2010-03-27","2010-06-20"
9447080,9576675,"2014-02-01","2014-02-23"
9447560,12705346,"2016-05-25","2016-08-15"
9447991,15512352,"2015-10-12","2015-11-20"
9450126,6394891,"2017-01-19","2017-03-23"
9453117,6302098,"2008-08-10","2008-09-01"
9454673,3887462,"2009-12-12","2010-01-16"
9460975,6347849,"2013-11-13","2013-12-12"
9463375,9634931,"2010-03-05","2010-04-10"
9464441,5231713,"2017-03-17","2017-04-15"
9466918,12330565,"2009-02-07","2009-05-10"
9467534,2575785,"2012-07-13","2012-07-13"
9469872,6022610,"2014-09-12","2014-11-02"
9473104,1077923,"2017-01-28","2017-01-28"
9474444,12330565,"2008-11-15","2009-01-11"
9477310,14312615,"2012-10-25","2012-11-25"
9478399,3887462,"2012-11-02","2012-11-28"
9480274,1153402,"2009-05-12","2009-08-02"
9480792,6347849,"2014-05-07","2014-06-07"
9483032,14330106,"2014-11-07","2014-11-22"
9484170,11140604,"2016-11-05","2016-11-05"
9487797,14058025,"2010-01-23","2011-01-31"
9487952,4036593,"2014-04-26","2014-06-02"
9489328,6450183,"2016-03-02","2016-03-30"
9492724,9576675,"2014-01-04","2014-01-26"
9494303,6480276,"2018-06-22","2018-06-22"
9497451,14330106,"2017-01-06","2017-01-28"
9499073,10000716,"2010-09-11","2010-09-30"
9499231,4599642,"2018-06-25","2018-09-08"
9512312,1153402,"2011-04-02","2011-04-02"
9512418,3035397,"2010-11-17","2011-01-26"
9517929,12330565,"2014-05-08","2014-09-01"
9517992,3143806,"2012-03-17","2012-04-28"
9518973,2797286,"2008-09-05","2008-10-04"
9519278,14330106,"2018-03-16","2018-04-07"
9520337,9041257,"2012-01-06","2012-01-06"
9525164,11856697,"2011-10-17","2011-11-05"
9527690,13360907,"2018-06-19","2018-07-19"
9530960,3550312,"2016-05-19","2016-06-23"
9531051,16305717,"2016-04-30","2016-05-01"
9532778,10439642,"2016-09-09","2016-10-08"
9533322,14221280,"2012-12-21","2012-12-28"
9536864,10137684,"2018-01-13","2018-01-13"
9538016,7535394,"2009-06-06","2009-07-02"
9538662,2188428,"2010-10-30","2010-12-11"
9538935,9576675,"2016-11-05","2016-11-27"
9540055,5903412,"2012-11-16","2012-11-16"
9540872,13360907,"2010-07-28","2010-08-12"
9544560,1459984,"2007-02-24","2007-02-24"
9545833,3255090,"2012-01-06","2012-01-25"
9550304,12050612,"2017-01-12","2017-02-11"
9551877,12026929,"2016-12-02","2016-12-02"
9556020,6474523,"2012-04-13","2012-05-19"
9556839,512846,"2017-03-30","2017-05-18"
9557529,13695903,"2014-04-05","2014-05-15"
9558325,4036593,"2017-11-26","2017-11-26"
9558594,13921863,"2017-12-02","2018-01-19"
9559719,3887462,"2012-08-31","2012-09-29"
9560155,12399636,"2019-01-05","2019-01-10"
9563407,7546246,"2014-01-24","2014-01-24"
9564144,716100,"2015-10-16","2015-10-17"
9565407,3029515,"2016-11-18","2016-11-26"
9565592,4839648,"2012-04-17","2012-05-01"
9569752,7729187,"2018-01-27","2018-03-03"
9569791,10547616,"2013-03-23","2013-04-20"
9573476,10137684,"2012-04-14","2012-06-10"
9574537,14312615,"2016-03-12","2016-04-08"
9576393,9929570,"2011-06-03","2011-06-25"
9577072,3550312,"2019-03-28","2019-05-07"
9578349,3035397,"2012-09-27","2012-11-17"
9578736,9576675,"2014-09-06","2014-09-28"
9579612,15609665,"2017-03-12","2017-04-16"
9580552,7535394,"2015-03-28","2015-04-25"
9581206,3155723,"2011-03-26","2011-04-23"
9583357,2857335,"2009-12-05","2009-12-28"
9584979,8762705,"2012-05-12","2012-05-26"
9585331,15100653,"2011-07-14","2011-07-23"
9586763,6569912,"2014-04-24","2014-04-24"
9586857,16545239,"2011-03-04","2011-04-09"
9586976,10439642,"2017-10-13","2017-11-11"
9591915,15279154,"2018-04-11","2018-04-30"
9594551,1153402,"2013-11-25","2013-11-25"
9595361,11856697,"2007-08-30","2007-10-06"
9595569,6569912,"2010-12-03","2010-12-18"
9597286,3071924,"2007-08-04","2007-09-01"
9603770,4731788,"2007-09-07","2007-10-06"
9606229,3143806,"2009-11-07","2009-12-31"
9607933,12330565,"2017-02-24","2017-02-25"
9608330,6480276,"2017-10-21","2017-12-02"
9613573,4202457,"2012-04-30","2012-09-30"
9613599,2797286,"2010-05-14","2010-06-12"
9615985,4334497,"2018-11-03","2019-03-03"
9616135,5764669,"2008-07-05","2008-08-01"
9616549,416130,"2015-01-28","2015-03-18"
9621918,6450183,"2007-05-03","2007-05-29"
9622325,5527059,"2009-07-11","2009-08-08"
9623161,12535941,"2017-11-18","2018-03-18"
9623400,10137684,"2015-11-07","2015-11-07"
9624918,12330565,"2015-10-17","2015-10-17"
9625498,5031284,"2008-10-23","2008-11-29"
9628285,10174866,"2009-06-11","2009-07-04"
9631142,4029071,"2018-10-13","2018-10-13"
9631885,3155723,"2012-07-14","2012-08-18"
9632842,220855,"2019-02-07","2019-03-09"
9633500,3781505,"2017-07-10","2017-08-18"
9635934,4036593,"2018-11-24","2019-01-13"
9637005,10137684,"2015-09-18","2016-01-03"
9638729,4578810,"2007-02-17","2007-04-29"
9647100,2314006,"2008-12-14","2009-02-14"
9649049,11856697,"2011-08-12","2011-08-12"
9651047,2074378,"2018-08-16","2019-01-12"
9651668,4747014,"2014-05-31","2014-09-07"
9653149,7729187,"2017-11-18","2018-01-13"
9653254,16399049,"2011-01-15","2011-02-27"
9654450,1647308,"2015-04-24","2015-04-25"
9660135,8298559,"2018-10-06","2018-12-15"
9663253,11288393,"2010-11-05","2011-06-05"
9664706,11856697,"2017-09-22","2017-11-05"
9664898,712212,"2009-07-25","2009-08-25"
9666045,2838960,"2015-11-06","2015-12-05"
9666461,6022610,"2017-05-12","2017-07-02"
9666475,9041257,"2014-10-17","2014-10-17"
9676825,6618085,"2009-07-31","2009-08-02"
9677972,13952082,"2008-04-19","2008-05-24"
9681436,4599642,"2016-09-17","2016-09-17"
9682697,9976546,"2012-10-06","2012-10-06"
9683290,5527059,"2018-11-01","2019-01-05"
9686405,14221280,"2013-06-28","2013-06-30"
9686970,14221280,"2016-07-01","2016-07-23"
9687058,9576675,"2018-09-08","2018-09-30"
9687341,615820,"2017-06-03","2017-08-26"
9687779,12330565,"2012-02-12","2012-05-06"
9687916,15823095,"2019-04-23","2019-04-23"
9695851,11856697,"2013-11-22","2014-01-11"
9696911,476776,"2018-10-20","2018-11-24"
9699843,6569912,"2016-04-29","2016-05-14"
9702816,1145359,"2018-04-05","2018-04-28"
9703426,12330565,"2008-01-25","2008-04-20"
9704376,2575785,"2013-09-27","2013-09-27"
9705348,6569912,"2019-04-19","2019-05-04"
9706496,6474523,"2016-09-16","2016-10-22"
9708002,6474523,"2014-10-25","2014-12-20"
9709307,8298559,"2018-07-21","2018-09-22"
9720284,14258737,"2012-11-06","2012-11-07"
9720286,4623546,"2007-10-13","2007-10-13"
9722492,7729187,"2015-01-17","2015-02-21"
9723511,7729187,"2018-05-26","2018-07-21"
9736109,3352428,"2018-06-02","2018-06-10"
9738653,11716308,"2017-06-23","2017-06-25"
9738734,13926907,"2013-03-16","2013-04-26"
9739878,4346308,"2009-02-21","2009-03-22"
9741015,13988569,"2011-07-30","2011-08-25"
9744463,4839648,"2013-01-16","2013-02-16"
9747127,5231713,"2014-03-21","2014-04-19"
9747595,11856697,"2013-08-23","2013-09-28"
9747751,13236364,"2013-08-31","2013-10-19"
9748128,4403402,"2015-03-12","2015-03-12"
9750193,7535394,"2007-07-14","2007-08-18"
9752419,14207979,"2018-06-15","2018-06-15"
9754659,6569912,"2015-09-26","2015-12-19"
9756718,10136979,"2009-10-26","2009-11-22"
9759147,4036593,"2017-10-14","2017-11-19"
9759996,6450183,"2018-01-04","2018-01-29"
9760931,10174866,"2008-04-12","2008-04-26"
9760981,11856697,"2015-01-23","2015-02-28"
9769372,12581479,"2008-02-17","2008-03-31"
9769973,6788753,"2013-03-08","2013-03-08"
9770790,10711215,"2012-09-28","2012-10-27"
9772738,14330106,"2019-07-27","2019-08-31"
9773116,5527059,"2014-09-11","2014-10-18"
9774186,13371986,"2008-02-06","2008-02-28"
9774213,14199188,"2015-10-09","2015-11-13"
9774615,6474523,"2017-01-13","2017-02-28"
9776590,11000839,"2010-07-10","2010-08-09"
9776937,14153503,"2014-04-24","2014-04-24"
9777215,3742630,"2013-02-13","2013-02-13"
9777242,9576675,"2018-10-06","2018-10-30"
9777663,12330565,"2015-04-15","2015-08-23"
9780413,1153402,"2019-01-25","2019-05-19"
9780557,12257063,"2017-01-19","2017-01-19"
9782656,2797286,"2012-10-12","2012-11-10"
9783054,2857335,"2015-10-03","2015-10-31"
9783464,8848008,"2011-02-05","2011-03-17"
9784698,7729187,"2019-03-22","2019-03-22"
9786141,6618085,"2012-04-05","2012-04-05"
9786545,416130,"2009-07-07","2009-09-02"
9788599,4747014,"2019-04-01","2019-04-01"
9792521,14746351,"2014-09-13","2014-10-25"
9795124,8843294,"2016-02-05","2016-02-19"
9795267,16399049,"2017-10-20","2017-11-25"
9795380,284892,"2013-09-13","2013-09-13"
9799667,8685805,"2013-09-27","2013-09-29"
9807980,3035397,"2017-05-13","2017-07-29"
9808037,3708126,"2015-08-01","2015-09-26"
9808246,10137684,"2009-10-29","2010-01-10"
9811109,8372249,"2015-11-13","2015-12-04"
9814376,10958244,"2017-10-21","2017-11-04"
9815766,14153503,"2018-10-18","2019-03-28"
9815910,3141046,"2009-01-15","2009-02-27"
9816779,7898351,"2018-02-24","2018-03-17"
9820319,6022610,"2007-07-20","2007-08-19"
9821149,6618085,"2013-07-05","2013-07-06"
9824086,11544313,"2012-07-31","2012-07-31"
9829406,10174866,"2012-11-10","2012-11-10"
9829547,11856697,"2018-12-07","2019-03-03"
9832407,12330565,"2014-10-27","2014-10-27"
9832851,7111510,"2017-12-16","2017-12-16"
9832861,1396764,"2016-02-11","2016-03-12"
9834023,11856697,"2012-03-09","2012-04-14"
9839039,12715645,"2017-05-21","2018-10-28"
9840387,10000716,"2019-07-10","2019-07-10"
9844085,5903412,"2015-10-10","2015-10-10"
9848310,3352428,"2015-07-10","2015-08-15"
9850916,4509071,"2015-03-27","2015-05-09"
9853960,10547616,"2013-01-12","2013-02-09"
9857401,14088458,"2019-06-01","2019-06-01"
9859271,4334497,"2010-03-13","2010-05-30"
9860299,2857335,"2007-04-07","2007-04-29"
9860720,4599642,"2019-06-14","2019-06-14"
9861142,7049963,"2014-12-13","2014-12-27"
9862705,4907937,"2015-03-27","2015-03-30"
9862807,8692473,"2010-03-13","2010-04-16"
9865154,2857335,"2012-06-02","2012-06-29"
9866909,14221280,"2017-08-04","2017-08-26"
9867208,11786582,"2019-09-05","2019-10-12"
9867682,13952082,"2012-07-13","2012-08-18"
9867908,12026929,"2017-03-30","2017-03-30"
9869554,2797286,"2013-03-21","2013-04-20"
9881588,6567283,"2018-09-29","2018-09-29"
9885323,15823095,"2011-09-22","2011-09-22"
9886592,2857335,"2011-11-05","2011-11-28"
9887687,3550312,"2018-04-02","2018-05-02"
9891297,7729187,"2012-09-08","2012-10-13"
9891694,12330565,"2017-06-11","2017-09-17"
9891815,14369173,"2013-04-11","2013-06-16"
9895635,6125238,"2014-05-01","2014-06-14"
9896681,1077923,"2016-04-01","2016-04-01"
9898151,3368192,"2018-04-19","2018-06-01"
9898848,15938756,"2010-07-29","2010-09-09"
9899703,6567283,"2011-09-10","2011-10-29"
9906272,512846,"2018-09-14","2018-10-19"
9906281,10316129,"2016-09-24","2017-02-19"
9907991,13952082,"2014-04-11","2014-05-24"
9911943,2363632,"2008-08-16","2008-09-13"
9912357,1952652,"2016-03-04","2016-03-30"
9915945,4993577,"2010-04-17","2010-05-23"
9916225,817872,"2012-10-06","2012-10-06"
9917335,10137684,"2019-02-02","2019-05-12"
9919380,10137684,"2013-01-25","2013-05-25"
9919447,14199188,"2019-02-07","2019-03-23"
9919903,14369173,"2008-09-18","2008-10-26"
9921830,6495752,"2009-06-06","2009-07-04"
9922434,12330565,"2008-03-02","2008-06-22"
9922455,9873468,"2008-02-29","2008-04-05"
9923862,3430069,"2016-04-15","2016-04-29"
9924074,3988749,"2010-06-04","2010-06-06"
9926127,10137684,"2012-08-18","2012-10-14"
9930446,4578810,"2013-01-19","2013-06-02"
9932601,2857335,"2010-09-04","2010-10-02"
9934682,113940,"2011-06-11","2011-07-09"
9935316,6450183,"2013-12-03","2013-12-20"
9940919,6617588,"2008-07-26","2008-08-13"
9940977,4950257,"2012-09-21","2012-09-21"
9941858,5628617,"2011-05-06","2011-08-21"
9942523,2101824,"2018-01-13","2018-04-02"
9943661,1153402,"2012-10-17","2012-10-17"
9943757,11288393,"2013-01-31","2013-03-29"
9944033,4024092,"2014-12-06","2014-12-31"
9944666,4011713,"2012-04-21","2012-04-21"
9944928,13371986,"2009-07-06","2009-09-13"
9946757,1088463,"2014-05-02","2014-05-03"
9947466,11856697,"2011-08-27","2011-08-27"
9948804,4839648,"2011-08-31","2011-09-30"
9949953,6450183,"2013-06-05","2013-07-17"
9950113,1300447,"2014-02-27","2014-02-27"
9951355,9926839,"2011-09-19","2011-09-30"
9951600,11856697,"2019-03-09","2019-03-09"
9954210,4599642,"2013-07-26","2013-07-26"
9955875,12330565,"2011-03-23","2011-05-15"
9956124,14088458,"2016-07-02","2016-08-03"
9956773,3708126,"2018-08-25","2018-11-25"
9957873,13952082,"2011-07-08","2011-08-20"
9958070,3708126,"2017-03-04","2017-04-29"
9958201,4747014,"2015-07-17","2015-11-08"
9958421,12330565,"2010-03-28","2010-05-09"
9960052,8692473,"2012-02-04","2012-03-10"
9960290,6302098,"2015-03-06","2015-03-31"
9962149,3887462,"2009-06-13","2009-06-27"
9963431,12167236,"2019-05-17","2019-06-28"
9965545,512846,"2019-03-15","2019-04-28"
9968622,15609665,"2018-09-09","2018-10-15"
9969377,14153503,"2012-03-22","2012-03-22"
9970366,512846,"2008-05-28","2008-07-05"
9971770,14864515,"2012-05-16","2012-07-06"
9973644,14097036,"2013-01-25","2013-01-25"
9975703,14221280,"2015-07-31","2015-09-12"
9976200,4036593,"2017-03-04","2017-04-16"
9979055,1459984,"2007-02-24","2007-02-24"
9979179,4202457,"2012-03-10","2012-03-10"
9981408,9634931,"2012-03-23","2012-04-28"
9984910,3707130,"2019-06-13","2019-07-25"
9985313,14132823,"2013-06-08","2013-06-08"
9986420,1540059,"2015-12-02","2016-01-06"
9990906,2959161,"2015-05-29","2015-07-25"
9993089,9576675,"2009-09-12","2009-09-27"
9995460,3887462,"2012-03-15","2012-05-15"
9996584,4334497,"2018-11-14","2018-11-14"
9998050,9743125,"2019-06-21","2019-08-03"
9998517,1396764,"2010-08-07","2010-09-18"
10000965,8685805,"2012-03-17","2012-04-21"
10002475,14258737,"2017-11-30","2017-12-02"
10003652,6480276,"2018-08-11","2018-08-11"
10004017,13357951,"2017-03-12","2017-04-06"
10004065,12330565,"2015-08-01","2015-11-01"
10006211,6022610,"2012-05-04","2012-06-23"
10007626,15823095,"2014-03-29","2014-03-29"
10008565,8372249,"2016-12-09","2017-01-15"
10008878,14858902,"2012-07-14","2012-08-11"
10009496,11856697,"2017-07-07","2017-08-12"
10010153,2575785,"2015-04-11","2015-04-11"
10011660,6474523,"2011-07-08","2011-08-20"
10013097,1153402,"2014-01-30","2014-05-11"
10013156,1246353,"2018-03-22","2018-03-26"
10016423,9576675,"2014-06-07","2014-06-29"
10017438,9976546,"2019-05-04","2019-05-05"
10018638,15506325,"2008-01-23","2008-02-28"
10020625,769711,"2013-12-05","2014-01-19"
10021078,6022610,"2012-05-04","2012-06-23"
10021801,612969,"2017-09-19","2017-10-19"
10021978,3155723,"2008-01-12","2008-02-16"
10024425,3155723,"2016-10-22","2016-11-23"
10024573,5527059,"2008-06-07","2008-07-05"
10030204,9960048,"2010-06-18","2010-08-08"
10030796,3816741,"2010-06-15","2010-08-14"
10033669,220855,"2009-10-03","2009-10-03"
10034852,3352428,"2017-01-28","2017-03-03"
10036426,5527059,"2019-05-18","2019-07-13"
10038145,12330565,"2009-08-16","2010-02-21"
10038472,3781505,"2015-02-18","2015-03-12"
10041737,3352428,"2016-07-10","2016-07-10"
10042309,10278896,"2018-03-10","2018-04-14"
10043242,4036593,"2012-06-02","2012-07-08"
10043986,6450183,"2008-05-03","2008-05-29"
10045654,1261491,"2012-08-30","2012-09-15"
10047433,15797266,"2018-02-24","2018-03-31"
10047581,3816741,"2019-05-23","2019-06-29"
10050018,5231713,"2011-09-09","2011-10-07"
10050828,7729187,"2015-01-17","2015-02-21"
10052682,3555411,"2010-05-08","2010-06-06"
10054150,15893567,"2011-04-29","2011-06-04"
10055540,1540059,"2014-01-22","2014-03-07"
10055772,4451265,"2012-11-17","2012-12-30"
10057070,14088458,"2018-12-01","2018-12-31"
10057883,4334497,"2008-03-08","2008-05-18"
10057961,5764669,"2010-12-04","2010-12-26"
10058476,7535394,"2019-06-29","2019-08-10"
10059074,10000716,"2012-06-02","2012-07-05"
10066272,2797286,"2018-09-07","2018-10-06"
10068141,4246651,"2019-04-13","2019-04-13"
10068530,4578810,"2014-03-15","2014-06-08"
10072115,4509071,"2015-12-11","2016-01-15"
10072929,16399049,"2008-03-07","2008-04-20"
10073957,14258737,"2018-06-15","2018-09-09"
10074829,6618085,"2015-12-12","2016-03-27"
10080642,15967180,"2007-10-27","2007-10-27"
10081646,3155723,"2014-12-06","2015-01-10"
10083882,10534432,"2014-09-05","2014-10-04"
10084870,4334497,"2010-10-16","2010-12-31"
10085707,3155723,"2012-06-02","2012-07-07"
10085733,8685805,"2013-03-20","2013-03-30"
10087274,14221280,"2017-01-27","2017-03-11"
10088422,14858902,"2007-10-20","2007-11-24"
10088608,3155723,"2012-12-01","2013-01-05"
10089368,2974930,"2014-09-10","2014-09-10"
10091705,12330565,"2017-01-20","2017-01-24"
10094208,4036593,"2016-10-08","2016-11-20"
10095186,6789082,"2016-09-03","2016-09-30"
10096250,10434253,"2015-01-24","2015-01-24"
10096352,4024092,"2011-07-16","2011-08-13"
10097085,6022610,"2013-09-20","2013-12-07"
10099632,7417402,"2018-07-23","2018-08-10"
10101732,10902844,"2018-04-10","2018-06-30"
10102119,59280,"2012-04-22","2012-04-22"
10103247,14199188,"2018-07-14","2018-08-31"
10106937,7729187,"2011-11-19","2012-01-07"
10106965,6029270,"2012-03-22","2012-04-28"
10110706,7111510,"2016-10-01","2017-04-30"
10111521,9041257,"2012-04-20","2012-04-29"
10112052,11607508,"2018-07-05","2018-08-16"
10117312,6569912,"2015-11-06","2015-11-06"
10118616,5231713,"2010-11-19","2010-12-31"
10118667,6450183,"2013-11-01","2013-11-26"
10121560,4036593,"2016-10-08","2016-11-20"
10124245,9783535,"2018-07-13","2018-07-14"
10124280,14207979,"2019-06-14","2019-06-29"
10124392,3445901,"2016-07-09","2016-07-10"
10124409,6480276,"2015-11-06","2016-01-23"
10124846,59280,"2017-11-07","2017-11-07"
10125683,12757578,"2015-09-12","2015-10-31"
10126767,9873468,"2007-09-06","2007-10-13"
10127180,10137684,"2009-08-29","2009-10-25"
10130985,12330565,"2015-11-21","2016-03-20"
10131447,14207979,"2017-06-16","2017-07-01"
10131550,3143806,"2010-03-13","2010-04-25"
10133212,5903412,"2011-08-12","2011-08-28"
10134168,4839648,"2014-08-27","2014-09-26"
10134890,14369173,"2016-02-04","2016-05-15"
10136333,1647308,"2013-06-29","2013-08-17"
10137205,75028,"2011-11-02","2011-12-02"
10140772,13836756,"2018-02-17","2018-02-17"
10143423,15997428,"2017-10-26","2017-12-07"
10144692,6618085,"2014-06-27","2014-09-21"
10145386,13952082,"2007-10-19","2007-11-24"
10145919,4731788,"2010-02-19","2010-03-09"
10148382,9041257,"2013-02-01","2013-02-01"
10148463,11856697,"2007-03-03","2007-03-03"
10154177,1729644,"2018-01-12","2018-02-24"
10160127,11856697,"2012-12-15","2012-12-15"
10166331,4868840,"2010-03-01","2010-09-11"
10166895,15997428,"2016-09-01","2016-10-13"
10169140,3368192,"2017-04-20","2017-06-01"
10170730,1459984,"2007-05-04","2007-06-23"
10171348,3816741,"2012-09-20","2012-11-30"
10171838,14221280,"2007-07-13","2007-08-24"
10171857,5527059,"2009-09-19","2009-10-10"
10172433,512846,"2013-07-11","2013-08-31"
10172844,13236364,"2017-10-21","2017-11-22"
10174044,1396764,"2008-04-12","2008-05-10"
10174289,12050612,"2016-01-29","2016-02-20"
10177307,1153402,"2014-08-01","2014-08-02"
10178085,12205918,"2018-09-25","2018-10-29"
10179503,2101824,"2018-09-08","2018-10-27"
10186588,10137684,"2013-04-05","2013-05-26"
10187431,15797266,"2015-02-21","2015-03-21"
10190033,12757578,"2012-01-28","2012-03-03"
10192590,8692473,"2017-06-24","2017-07-22"
10192882,3368192,"2015-04-23","2015-07-01"
10198818,5340658,"2018-06-29","2018-09-01"
10199751,9634931,"2007-07-13","2007-08-24"
10199903,14221280,"2018-01-26","2018-03-10"
10204080,14312615,"2019-02-21","2019-04-05"
10204106,416130,"2015-11-02","2016-01-04"
10205495,4788569,"2009-07-30","2009-08-30"
10208333,3430069,"2015-07-10","2015-08-22"
10213210,7535394,"2017-12-02","2018-01-06"
10214994,6573974,"2019-08-03","2019-08-07"
10215888,1647308,"2017-01-20","2017-03-19"
10217450,5811036,"2007-02-17","2007-03-01"
10217628,12330565,"2011-08-06","2011-08-06"
10219479,1647308,"2013-03-09","2013-03-09"
10219550,8843294,"2013-01-31","2013-01-31"
10222146,6617588,"2010-12-11","2010-12-11"
10222611,9743125,"2012-12-01","2013-01-08"
10227853,15100653,"2008-03-08","2008-04-12"
10229489,7729187,"2013-09-07","2013-10-12"
10230686,1153402,"2012-12-02","2012-12-02"
10232668,13371986,"2017-10-14","2018-02-11"
10234607,12757578,"2007-03-03","2007-03-03"
10234993,16399049,"2014-10-23","2014-11-29"
10239371,9041257,"2012-03-02","2012-03-02"
10240498,14858902,"2009-04-23","2009-04-25"
10240950,5976362,"2015-02-28","2015-02-28"
10242695,11058957,"2012-08-30","2012-10-06"
10243908,7535394,"2014-02-01","2014-02-01"
10245684,11288393,"2012-02-17","2012-08-12"
10245824,2857335,"2015-04-04","2015-04-29"
10245886,1729644,"2015-07-17","2015-07-17"
10247175,3887462,"2012-10-05","2012-10-27"
