event_uid,artist_uid
2589039,9788908
2589039,15075369
2589039,16374789
2592058,2510900
2592840,9853322
2594747,3740936
2597344,2176855
2597344,2451759
2597344,3441956
2597344,3610143
2597344,4014364
2597344,5754645
2597344,5849272
2597344,11095551
2597344,11222814
2597344,14839613
2597685,1480941
2597685,7720340
2597685,9916730
2597685,10177133
2597685,11025598
2597685,11402609
2597685,11796298
2597685,16674135
2598104,7989505
2600679,8284266
2602743,852938
2604670,1924263
2604670,3223928
2604670,8389835
2604698,12251520
2604758,12490681
2604758,14385327
2607397,12028534
2607703,12361978
2610775,12359510
2611301,2248599
2613859,3723242
2613859,5813238
2613859,6366404
2613859,7314791
2613859,10813484
2614459,8603677
2616468,14700361
2617946,3810392
2617946,8939971
2617946,11008078
2617946,14544236
2617946,16396956
2618873,3220941
2618873,15609518
2621609,1509293
2621609,1672276
2621609,6212746
2621609,8690027
2621609,15114034
2621609,15686215
2621853,3425853
2625961,5780679
2625969,8723609
2629936,3905660
2635330,5333571
2636127,14673270
2636767,6245845
2636767,13059117
2639776,115252
2641115,1652387
2641115,8672575
2641115,15924967
2641690,15205179
2643008,2495262
2643008,13513576
2644436,12039531
2644436,16500255
2654194,814685
2656909,11246393
2656909,12528629
2657193,1672276
2660353,7527392
2661957,5509787
2668078,6046196
2671718,14634331
2674329,493545
2675729,416497
2675729,4041937
2675729,14694699
2675729,14992334
2676397,2333720
2677502,3034260
2677674,13821628
2678287,2159716
2679375,7663534
2679582,536678
2679582,1134186
2679896,2792619
2681714,10518509
2681714,14924476
2682829,10648034
2682829,11528423
2682829,16212239
2684408,13577877
2685986,11144809
2685986,13680843
2689341,2754362
2691498,12994264
2694148,1753078
2694148,7627994
2697974,5397302
2697974,5434812
2697974,9988267
2697974,12892199
2697974,15738739
2697974,16062314
2703182,11556352
2703182,15464849
2705398,6100670
2705398,13151572
2705596,9044029
2707060,1304823
2707060,4287465
2709811,5450792
2709811,16102082
2709811,16583139
2710498,13767635
2712684,977680
2712738,7888754
2713032,9552121
2716646,234201
2716646,2308744
2716646,3142084
2716646,3562698
2716646,3967784
2716646,5461342
2716646,9767210
2716646,10179235
2716646,12856821
2716646,13193273
2716646,14157981
2716646,15919988
2721038,3712444
2721038,8258337
2721038,8408000
2722818,532045
2722818,1405162
2722818,2715827
2722818,4155205
2722818,7028938
2722818,7875318
2722818,8693756
2722818,9314627
2722818,11158975
2722818,14623432
2722818,15909560
2722818,16379374
2723656,6190751
2724002,1289931
2727677,9643218
2730745,12158506
2732872,3920185
2732872,5182395
2732872,6054530
2732872,8934414
2732872,10642053
2732872,12760500
2734798,1509293
2734798,10896650
2735546,11364310
2737164,11318400
2737460,1088992
2738009,3899377
2738009,7000493
2738009,7736465
2738009,12111146
2738009,12947303
2739365,7833406
2741722,1186541
2741722,6322836
2741722,10584560
2741722,11246393
2741722,13401496
2741722,16167734
2743858,2741207
2743858,4057543
2743858,4147964
2743858,11652604
2744123,14742081
2747117,3556628
2747117,5309938
2750149,12721151
2755888,8723609
2757230,5123723
2757230,6045696
2762254,2653403
2765838,434757
2767285,12637610
2780227,5401768
2782097,963440
2782097,15605089
2784854,2123436
2787222,2420053
2787349,11530702
2787349,15242128
2791869,4357206
2791869,8302095
2791869,15648287
2796367,6931726
2796755,6693784
2797803,2364442
2798004,3508869
2798004,4927874
2798004,5309938
2798004,5780679
2798004,7053436
2798004,10316192
2798004,15473882
2799571,1296752
2799571,10425442
2799571,12388894
2799571,12738263
2799571,15435349
2799853,1727694
2803526,2349406
2803868,2194466
2807665,1850784
2807665,2332767
2807665,2641240
2807665,2870879
2807665,3476576
2807665,6801308
2807665,7039823
2807665,7991563
2807665,10821570
2807665,12192084
2807665,12607469
2807665,12869288
2807665,14259368
2807665,15031287
2807665,16038708
2807665,16060326
2809148,1209302
2809148,4014364
2809148,4199480
2809148,7114532
2809148,8396430
2809148,14691265
2809148,14839613
2811074,14427923
2813605,10927240
2819026,9464192
2820506,10206210
2820688,4097948
2821179,4228257
2821179,7167156
2822848,11006593
2822906,815177
2822906,3577724
2822906,4228257
2822906,8619230
2822906,9124457
2823654,9177786
2826636,7107298
2829850,12812736
2833821,4014364
2833821,4314694
2834365,12879651
2835148,3998423
2836313,6230519
2839535,1022210
2839535,4077185
2839535,5970617
2839535,6194681
2839535,11765523
2839535,16585203
2841254,7079112
2842884,12226826
2842884,13652818
2845213,2962323
2845213,3986736
2845213,4199480
2849189,14222811
2849619,6225917
2849619,8984140
2850110,1113287
2850110,14544236
2850656,9865362
2851460,2095145
2851460,3913911
2851460,5649999
2851460,6633441
2853057,3265930
2854397,4255028
2856262,464170
2856790,11203505
2857304,899579
2858557,12884908
2861957,6007373
2868813,15451719
2868813,15800661
2872913,1333504
2872913,2702948
2872913,8369707
2875087,4412035
2875794,318373
2875794,7554964
2875794,12616330
2878780,825784
2878780,2420053
2878780,5604161
2878780,6597552
2878780,9024921
2878780,9854700
2878780,9945760
2878780,10521496
2878780,12064703
2878780,13547465
2878780,14517170
2881312,8235450
2882940,7588140
2885285,12646821
2886066,752476
2886066,1752584
2886066,12051657
2887490,13773529
2898088,14525116
2900106,5953443
2900453,5707456
2900453,8280477
2900453,12127797
2900453,13115185
2905656,166314
2905656,646255
2905656,1774185
2905656,2093700
2905656,2699673
2905656,2785945
2905656,4238064
2905656,5309580
2905656,5317069
2905656,5639076
2905656,7120794
2905656,9036230
2905656,10931557
2905656,11203505
2905656,11238498
2905656,12110759
2905656,12193965
2905656,12970229
2905656,14314389
2905656,14740186
2905656,15569590
2905656,15872782
2905656,16650939
2907008,170349
2907008,11318400
2907008,11364310
2907008,12657551
2907085,4816353
2907085,10338472
2914575,4199480
2915429,141682
2915429,659737
2915429,2420053
2915429,4927874
2915429,5384371
2915429,8582156
2915429,11520547
2915429,13351447
2915429,16564054
2924061,7592347
2924061,15577964
2927461,5562892
2929937,6740858
2929937,10052575
2931736,15703513
2933676,7683854
2934036,7485926
2934400,15107975
2937757,7388676
2940895,8887924
2940895,15932551
2948541,6322836
2949794,16395936
2950279,4490803
2950436,3685761
2950436,4309372
2956534,8075901
2956534,15317119
2956704,9551131
2956704,14103118
2959127,2159716
2959876,3482251
2959876,10625084
2962098,9746109
2964610,3920185
2964982,825784
2964982,3979934
2964982,10200834
2964982,12891617
2964982,13351447
2964982,16647718
2968399,10557274
2970657,5900447
2970657,6319145
2970657,7279753
2970657,8308366
2970657,10931994
2970657,11213028
2970657,11337664
2970657,12856409
2972674,2479885
2972674,6950050
2972674,7045866
2972674,7388459
2972674,8599173
2972674,13153125
2972674,14668249
2972674,16425487
2973465,153462
2977692,8172505
2980973,11008719
2981364,4234903
2981496,2920866
2983099,12057521
2984792,14425813
2985998,5361127
2989697,1045503
2990385,15723061
2990672,9767210
2991243,12850344
2991526,7921535
3000586,5874102
3000586,8893759
3000586,12714588
3000586,13922588
3002170,3432853
3003440,14511178
3004995,3389988
3008800,13208352
3010434,16538722
3012512,3642881
3013483,6586907
3013483,15689156
3013862,2387673
3016337,215895
3016337,1370857
3016337,1979655
3016337,3927934
3016337,3956490
3016337,5115863
3016337,6502843
3016337,6957324
3016337,11236753
3016337,12283882
3019071,12461958
3021313,1931781
3021313,4834415
3021313,9411390
3021313,13417588
3021313,14699374
3028197,14153765
3029514,7276920
3032494,10263450
3032639,4581556
3032639,7146879
3038559,113093
3044759,16427617
3046882,14212215
3047403,11387613
3049287,9038198
3050859,15459291
3051090,14747240
3051594,8902533
3051594,13011727
3051665,10435848
3052765,13536728
3053937,10123275
3053937,11683532
3053937,12085555
3055180,12776110
3055180,15624703
3058313,6308851
3060048,11490284
3062173,11729106
3062490,13842267
3064134,2420053
3064134,2962323
3065435,6932267
3065435,9145497
3065435,15972912
3066029,15475690
3069189,3833833
3069760,1370857
3069760,2441374
3069760,3388946
3069760,4316606
3069760,7234790
3069760,10689812
3069760,12577325
3069954,11692907
3070328,14958899
3071633,3018685
3071633,6867555
3071633,15950692
3072697,14499911
3074007,12612783
3075282,7038920
3075732,604443
3079149,1170691
3079149,2420053
3079149,3777035
3079149,12797747
3079293,170349
3079293,6349880
3079293,7833579
3079293,16087249
3081190,15296661
3086528,566143
3086528,1621059
3086528,5115863
3086528,5571553
3086528,6319969
3086528,6690882
3086528,8970707
3086528,14517170
3086528,15860930
3089032,16316832
3090521,9141594
3092914,6636714
3092914,14504476
3092914,15970316
3094535,7389231
3095686,3522500
3098456,3133235
3098456,8695160
3098704,15411159
3099841,211529
3099841,9381627
3100052,764355
3100052,1268118
3100052,14116564
3100052,15984648
3100052,16376722
3100861,12786729
3106899,3641296
3109004,230177
3109004,472651
3109004,1509293
3109004,2288266
3109004,2311577
3109004,2385967
3109004,2636456
3109004,3352947
3109004,4358610
3109004,5113448
3109004,5133821
3109004,5155236
3109004,5509538
3109004,5544051
3109004,5717747
3109004,7029302
3109004,7248438
3109004,7760678
3109004,8788134
3109004,9154188
3109004,9293473
3109004,9681244
3109004,10048493
3109004,10201912
3109004,10663426
3109004,11416773
3109004,11915707
3109004,12237801
3109004,12880819
3109004,13569845
3109004,13851174
3109004,14163903
3109004,14797088
3109004,14891339
3109004,16153826
3109004,16737711
3109572,4756886
3111107,14238101
3114523,6842749
3115903,9345814
3118752,14496034
3118820,5978257
3118820,8936382
3118820,10235847
3119488,10849420
3122744,8911716
3126452,4075695
3126522,3664451
3126522,8489482
3131304,43492
3131304,1132371
3131304,5920623
3131304,12546852
3131304,14291524
3131304,14609412
3131304,14615165
3137649,13175458
3137649,15868367
3137699,12648311
3139580,3718101
3139580,6231988
3139580,16180640
3142601,1045652
3144442,9152327
3149987,10343824
3151231,13176807
3151231,15640983
3151246,8961419
3151246,16355185
3152012,3756438
3152040,5005591
3157377,2271494
3157377,2608176
3157377,9170302
3157377,11095551
3157377,11697965
3157377,11893530
3157377,14673468
3157377,14888417
3160881,1099197
3161206,15489542
3161353,3401863
3161353,8225970
3161353,10894431
3162105,5182395
3167717,3326783
3169823,7637688
3172158,11934955
3172158,15114034
3179547,2866315
3179547,14100091
3179547,14933471
3183213,2043771
3183213,2280741
3183213,7316991
3183213,7799227
3183213,9602729
3183213,12862766
3184533,5345289
3186239,15464849
3191200,9869549
3192156,14157981
3197378,10863899
3198866,1004920
3198866,4199480
3198866,5940314
3200563,3149270
3202721,6977605
3208968,12738263
3214139,12209394
3218093,1537522
3221081,1962571
3221081,3341597
3221081,3624026
3221081,5509787
3221081,6859790
3221081,8133952
3221081,8952697
3221081,9238883
3221081,11788488
3221081,13085399
3221081,16769271
3221229,1608004
3221229,16738069
3224246,5238825
3224773,6519071
3224847,116363
3224847,363332
3224847,686995
3224847,2845693
3224847,2919177
3224847,3039066
3224847,4096279
3224847,5742498
3224847,6168253
3224847,6348886
3224847,6939693
3224847,9774566
3224847,10263989
3224847,10703660
3224847,13927083
3224847,15210352
3224847,15795805
3224847,15880965
3224847,16010136
3225026,9076965
3225026,15411159
3225208,7169253
3225672,3722129
3228316,7950859
3228316,9480454
3228817,8065440
3231250,13767635
3232040,6917470
3232040,13771862
3233432,6019102
3233651,1265517
3233651,10606783
3233651,11045123
3233651,14631605
3233651,16343752
3233711,12248097
3236045,8853624
3241699,5635068
3242043,713026
3242984,1894398
3242984,9243430
3242984,12065794
3242984,13415340
3242984,15489542
3247180,9525910
3253883,16490561
3257656,8871475
3260068,8862345
3260159,14861521
3262965,2608176
3262965,15286460
3265132,8674763
3265434,406356
3265434,4638584
3265434,15132811
3281024,2223648
3281024,9924129
3281024,14112628
3282064,281330
3282064,1389965
3282064,3798180
3285853,3095865
3285853,6384320
3285853,6942113
3285853,9354852
3285853,12856714
3285853,13054939
3285853,13067499
3285853,14412647
3287629,10564185
3288277,5309938
3288277,15831345
3288763,10373387
3291541,14492577
3293527,5980124
3295530,10101764
3297318,15126840
3300035,277405
3300035,2431111
3300035,9111986
3300035,9336788
3300035,9872940
3300035,11845293
3300035,13623131
3305313,8033044
3306754,1956297
3308001,6034437
3308001,10548845
3308001,12759473
3312093,1188410
3312093,2450293
3317774,5835838
3318178,10357419
3321000,1079599
3321359,6502843
3321359,7453020
3321359,9139953
3324348,3468621
3324796,1864704
3324796,2337378
3324796,3681533
3324796,4091301
3324796,8447258
3324796,8683497
3324796,8723609
3324796,9479658
3324796,10594684
3324796,11388517
3324796,13474239
3324796,14570768
3324796,14793152
3324796,15139932
3329550,7514946
3329550,8138804
3329550,8277234
3329550,10930443
3329550,11935361
3329550,14615165
3329550,14995883
3329550,15456736
3329978,1570358
3329978,3525396
3330190,12396590
3333037,4845149
3337903,6467677
3342185,14687159
3342691,672531
3342691,2523143
3342691,7026397
3342691,7104324
3342691,10606350
3342691,16059510
3343545,267888
3346366,3718101
3347679,1209246
3347679,8808746
3347679,14198761
3347679,16200101
3351774,5639076
3352548,4903516
3355244,2505034
3356223,8406455
3356223,15257654
3357700,9342261
3363410,2968524
3364278,1467805
3365079,5249462
3366156,806208
3366959,12637610
3368080,1768556
3368080,3475821
3368080,8077984
3369918,1286003
3371303,7318824
3373189,12438234
3375919,1861025
3375919,3831836
3375919,6253459
3375919,6800367
3375919,7234790
3375919,7590183
3375919,9945760
3375919,10564068
3375919,12297144
3375919,14821259
3375919,15497725
3376528,625462
3376528,14521918
3383036,1863910
3385475,2140107
3385475,8347440
3385475,10265442
3385475,16562448
3388123,16529533
3388354,2420053
3395760,7004750
3400416,10026191
3405183,2109989
3405183,5052022
3405183,15445174
3405183,15501689
3405508,13351447
3406099,620934
3410182,982595
3410182,14651878
3412958,2870504
3420158,13375152
3425106,13746898
3426112,13184261
3429875,575381
3429875,2973617
3429875,5041974
3429875,5147828
3429875,7637688
3429875,9868232
3429875,13577877
3429875,14167573
3433678,2340264
3435508,5243756
3435508,6325718
3436880,1039488
3440467,16737711
3441751,13206245
3443164,1314650
3444559,16553523
3449566,10143918
3452237,406356
3452237,7637688
3452237,8690027
3452237,9776245
3452237,12363681
3452237,15173591
3452406,3014614
3452965,7889095
3454593,1353833
3463612,9421451
3463973,1032376
3467024,8599173
3473681,10385892
3478519,4909912
3489887,475887
3489887,15918486
3489908,7674702
3492036,10931994
3492142,4356474
3492142,9258618
3493851,14869192
3497498,10096329
3498424,11967394
3500494,12152326
3500820,5529618
3500820,6671632
3501609,11796005
3501609,12064703
3501609,16087249
3502327,2418597
3503653,11274938
3507986,5296819
3511830,942729
3511830,10367334
3516043,5387060
3516471,1966473
3516471,4014364
3516471,4314694
3516471,6120160
3516471,11279020
3518738,1384506
3518738,2223397
3518738,2256642
3518738,5987484
3524717,1116757
3524717,5434812
3524717,9152327
3524717,14425449
3524717,15099383
3526010,3999590
3526010,5030632
3526010,6922819
3526010,9534706
3526010,10771282
3526010,10863899
3526010,12285322
3526010,12625077
3526010,15310085
3526010,16640741
3526146,14509218
3532552,11620402
3537591,10343824
3537672,450086
3538700,8096527
3542804,5127959
3547197,5042451
3548969,5016920
3549452,8606535
3550572,11531409
3552367,7858621
3553291,3979934
3553291,7469999
3553291,13351447
3554750,809395
3554750,13761426
3556135,4325242
3556534,9636161
3557798,7914430
3562034,4915030
3562034,5002669
3562034,8208873
3562034,8830506
3562034,11726431
3562149,121610
3562149,775933
3562149,806208
3562149,1449234
3562149,3299914
3562149,6268423
3562149,11566385
3562149,12038698
3562149,13713181
3562149,15822007
3562149,15897776
3562149,16603596
3567355,7085409
3569461,10245643
3571944,1646761
3571944,7488235
3571944,12789302
3573532,3334606
3573532,14493271
3579295,13520543
3580435,12187183
3582421,4871022
3582421,5451517
3582421,6501315
3582421,7329330
3582421,7811966
3582421,8996966
3582421,10772052
3582421,11364310
3582421,13112279
3587852,15877192
3587893,8871475
3590473,1953696
3590473,3016940
3590473,4360370
3590473,4444622
3590473,5553032
3590473,6028167
3590473,6241295
3590473,6398999
3590473,7037563
3590473,9669521
3590473,10480498
3590473,11300052
3590559,771745
3592728,13188405
3598582,1492788
3598582,5150062
3602590,6857433
3606438,11254230
3607451,3422398
3607451,16522689
3609138,8666885
3613475,1296752
3620462,8996706
3620530,1479359
3620530,3512131
3621588,7315288
3621588,11236009
3624247,11258407
3626908,11893250
3628122,3931698
3630323,11068037
3630423,11550155
3631836,7228212
3632031,4500067
3632031,9945760
3632031,11683532
3632031,12778395
3632031,16490561
3634271,406356
3639202,9215164
3642769,2722797
3644584,14716793
3651312,15052990
3652624,8914348
3655537,9728365
3655537,12032464
3655537,12131166
3655537,12658464
3657302,6760456
3657582,116428
3659302,3669926
3659302,10703660
3662119,7531687
3663894,6183947
3663894,11667586
3663894,15353252
3665364,2420053
3665364,9386723
3666638,16010602
3668111,4490137
3668111,12841224
3668111,15014665
3673071,1702529
3673071,7067819
3680327,9478407
3680730,11337664
3682496,5409957
3685287,7888754
3685287,10482480
3685874,6280118
3688844,4137503
3689307,2420053
3689307,6597552
3689307,10148090
3689307,11393170
3689307,12797747
3689307,15212122
3691086,2523143
3691086,16059510
3692672,5567741
3693860,1976691
3698122,16763017
3699844,10261064
3699844,12246027
3699844,16623614
3699928,2607097
3699928,7132198
3699928,16158333
3700276,1533530
3700276,1641031
3700276,15833992
3702961,1131213
3703455,9433798
3703467,9731068
3706399,1079599
3706399,3956407
3706399,12261587
3706399,12267415
3709111,509435
3709111,4693903
3709111,6151424
3709111,7073633
3709111,10285430
3709111,12141477
3709111,14462075
3709111,15995370
3709111,16267390
3711057,6500601
3712681,12934382
3713499,4199480
3718182,16321230
3723387,315495
3723387,5719000
3723387,6143754
3724852,8494740
3727887,5557466
3744211,4849876
3745155,5184822
3747702,211814
3752088,8372285
3752210,10743633
3752210,15944642
3752210,16458460
3752438,6883999
3755311,9402728
3755311,12612783
3755311,15386078
3763120,12343810
3763121,6280118
3763537,3722129
3763537,6396414
3763537,10518705
3763537,11531409
3763537,11566731
3763537,11773949
3763537,12637610
3763537,16423865
3765398,2149517
3765398,3328497
3765398,13926835
3765844,1502624
3767751,7188589
3767751,11982440
3769795,7801455
3769795,14058772
3769795,15799358
3771659,9869824
3773097,5888912
3774971,1343318
3774971,5927466
3777004,14740826
3783331,13950302
3783394,14500669
3784142,783989
3788867,15381789
3789543,459401
3789543,1905218
3789543,3086935
3792413,1196999
3792413,11508307
3792531,2962323
3798300,7140599
3798893,5494324
3799077,1329746
3799077,11993518
3799077,12987047
3809182,4199480
3810469,773132
3811255,9386905
3811590,761951
3813167,7119277
3813167,11416092
3813167,15574801
3818876,1891814
3822016,3833833
3822016,5147828
3822016,6736482
3822016,7443565
3822016,10529945
3822016,14507228
3822016,16372288
3822848,10474342
3824719,13287841
3828341,5967902
3828341,8347440
3828341,9345814
3828341,9647256
3828341,14484710
3828341,14697812
3830099,12082737
3830099,12850344
3830099,16396956
3832874,2068516
3832874,4473587
3832874,8366334
3832874,10355138
3837790,3469460
3837790,12532443
3837790,13928366
3839353,832763
3839353,1962571
3839353,2568802
3839353,6343239
3839353,11338569
3839353,11863362
3839353,14635449
3841458,11400341
3841755,842995
3843996,8830506
3844925,2876343
3844925,9351117
3844925,13503923
3845603,10472367
3847204,6588789
3848962,9988359
3848962,12535925
3848962,16270968
3851098,3609436
3851098,5479775
3851098,7721876
3851470,10099417
3851470,12782893
3855218,5509787
3860701,9307493
3862370,8396430
3862370,16226758
3863774,14367941
3864364,5830320
3868105,8444551
3869283,3065689
3871200,6384320
3871200,6494321
3882436,7434581
3882881,4860723
3882881,4972887
3882881,6007373
3882881,7950859
3882881,16396956
3889306,5735695
3892932,1632009
3892932,2280528
3892932,3413205
3892932,4554179
3892932,8527215
3892932,9055539
3892932,14125117
3892932,14767167
3895003,12448637
3895648,11476506
3895788,5923369
3897649,4420468
3897649,5238231
3902518,10122200
3907377,13093806
3908178,5672933
3908178,15853587
3908178,16737711
3909040,4358610
3909208,15972912
3909831,170349
3911767,16036505
3912705,227763
3912705,1116757
3912705,1454150
3912705,3221510
3912705,7339216
3912705,7380795
3912705,7748790
3912705,8252852
3912705,10200834
3912705,10887920
3912705,11364310
3912705,14425449
3917972,9853322
3923409,2093700
3924549,817429
3928021,9859103
3930286,1263626
3930594,3559001
3930594,4689254
3930594,7694882
3930594,13160615
3930594,13324553
3930594,16305717
3932026,2176668
3932026,2819814
3932026,7760678
3932026,8785014
3932026,10391100
3932026,10497249
3932026,10718580
3932026,11093484
3932026,13438298
3932026,15840025
3932026,15930995
3933833,5390207
3935453,5317121
3935918,8284266
3940672,2867025
3940672,4199480
3940672,5542584
3940672,7358378
3940672,9381627
3940672,9589556
3940672,10418890
3940672,14169440
3940672,14183351
3940672,14995780
3940672,15220493
3940672,15401555
3941264,6014289
3941264,6056747
3941264,13434487
3942924,2407452
3946687,1837960
3946687,6712259
3946687,9409449
3946687,14863720
3946804,8396430
3947819,16394822
3948415,13084383
3948481,8337738
3950699,8235450
3952858,10065451
3955637,69850
3955637,170382
3955637,3757605
3955637,4194970
3955637,6440073
3955637,7021089
3955637,8326218
3955637,9604445
3955637,14284618
3955881,1672043
3957634,1762234
3957634,6396414
3957634,11312515
3957634,11773949
3957634,13285963
3957634,13784805
3957724,13589847
3957724,16672269
3960620,442394
3960620,992127
3960620,4146930
3960620,6592116
3960620,14081880
3960620,14305399
3960620,14509218
3960620,15528901
3960620,16454374
3962750,16553523
3967949,832763
3971159,6497544
3973036,4535283
3973314,5471249
3973314,6091354
3974205,102538
3974205,1263626
3974205,4574535
3985267,13184261
3987965,580360
3987965,8581002
3987965,10739232
3987965,12212883
3987965,12414597
3993252,10251931
3996707,793844
4000547,223306
4000547,738976
4009740,3394150
4009740,11294893
4011844,11818840
4013393,822811
4013393,4075695
4013393,13857677
4014479,15919988
4014897,4325242
4014965,11401142
4014965,12708036
4014965,15287975
4017181,14438214
4019880,2906799
4019880,8801747
4021742,11460904
4025647,66765
4025647,1758357
4025647,2138139
4025647,2229781
4025647,2805284
4025647,5302932
4025647,7737339
4025647,9564207
4025647,10929271
4025647,14454947
4025647,14746606
4025647,15901291
4025647,16586230
4025647,16626107
4026881,2094395
4026881,5610079
4026881,10844167
4027212,4048824
4031546,596845
4033587,982595
4034830,9840321
4034830,12850344
4037642,3964147
4038740,36323
4044947,5264002
4044947,7197155
4048400,7989505
4050994,2963666
4050994,3142084
4050994,4046268
4050994,4452636
4050994,6311432
4050994,10507167
4050994,15309743
4052000,9261387
4057831,5509538
4062585,4014364
4064833,9674672
4069642,4199480
4070539,9058416
4071952,16146784
4073756,15547092
4074507,12620640
4079822,7833406
4081002,7175446
4081002,12242176
4081002,15919988
4081002,16057931
4081113,14721604
4081926,13526772
4083944,1449234
4084095,920535
4084095,3906530
4084095,7472765
4084095,9669891
4086066,16452529
4091837,15715106
4096945,10307194
4097907,14554702
4099088,868514
4100720,3508172
4100720,5992969
4100720,10090792
4102816,6661545
4102816,8148448
4104997,5867300
4106511,9236534
4108645,11144809
4108645,13370298
4110641,8934414
4112498,403033
4114255,15451719
4116246,5673504
4118053,5511245
4118053,8845358
4118053,13291486
4121628,5042451
4122420,1905218
4126305,2727962
4126305,9386905
4128676,15107975
4131173,15132811
4132619,3833727
4133580,6430932
4134686,6129606
4135268,16681243
4136147,9598902
4136512,13471569
4136512,15485658
4136788,10518136
4137676,7053436
4139284,15311022
4139494,16425311
4140829,4376584
4140829,15750238
4141673,2403757
4146665,1509293
4150144,13603485
4153242,982595
4153242,2865703
4153242,5309938
4153242,6072152
4153242,10518509
4153242,11035999
4153242,14697812
4153242,15059797
4153242,15274377
4153242,15947462
4153242,16583560
4153329,7388676
4153489,11982440
4154594,7592347
4154934,113093
4157103,5843212
4160635,1166052
4163472,15422022
4165861,1568561
4167468,3775183
4167468,3831365
4167468,4141127
4167468,6252733
4167468,8353573
4167468,10571204
4167468,10964712
4167468,12623827
4167468,15504065
4167468,16316000
4170062,4527188
4170062,6454779
4170062,12397334
4170062,16568418
4170169,1173478
4170169,15127648
4170169,16241360
4173623,7637688
4173699,13914324
4176210,3786071
4179589,3604216
4179589,5083459
4179589,6207818
4179589,9953607
4181727,5619421
4181727,6278204
4181727,12750092
4181727,14389242
4181727,16044579
4181729,12535957
4183131,4250195
4183131,15587042
4184060,8489482
4185947,10546117
4186597,13544882
4189786,4199480
4197079,649045
4199733,3833833
4200803,12954632
4201805,13623372
4205328,15501689
4214701,13699865
4219763,7621342
4222067,539518
4223878,779711
4223878,11290505
4223878,13130982
4224162,13628654
4224162,15119495
4228455,6474491
4228455,10416294
4230810,16490069
4231155,2204616
4231155,7938253
4231155,8499110
4231155,12349344
4231155,16690615
4231739,10259763
4231739,11555320
4231739,11574294
4233814,10444290
4237076,9349791
4240015,10451323
4244787,4543527
4248454,10476039
4249386,386265
4249788,9657144
4268559,418258
4268993,1088992
4268993,10728815
4268993,16721374
4269029,12176023
4270255,3956429
4270836,11556352
4271488,224920
4271488,2981867
4271488,10200834
4271488,12026046
4271488,13325581
4271488,14109423
4274635,7637688
4279821,6032415
4279821,10532505
4281871,3433659
4282663,6467677
4284155,1675503
4284944,828980
4284944,2010640
4284944,4567413
4284944,4623484
4284944,6253459
4284944,6647021
4284944,8148167
4284944,9228904
4284944,9565998
4284944,10444290
4284944,11019258
4284944,12065879
4284944,13447660
4284944,13767635
4284944,13914918
4284944,14722210
4284994,2364629
4288065,6769151
4290193,6396414
4290523,2991857
4291767,3600366
4291767,13746898
4292038,5819294
4292038,6500872
4293265,8413837
4293656,170349
4293656,3927934
4297654,13703
4298121,3287964
4302932,3664826
4302932,14450774
4307230,16677275
4309003,12138907
4309243,1416480
4312281,8872204
4312281,13135562
4313713,10255203
4314472,12786729
4315255,817010
4315255,16581019
4315444,4097948
4315444,4706877
4315444,12759473
4316517,3200226
4322708,3158329
4322708,8166547
4322708,9945760
4322708,10639992
4322708,12490393
4322708,15099383
4329797,479406
4329797,969174
4329797,2953200
4329797,7678747
4329797,7707111
4329797,8972012
4329797,10545286
4329797,12924818
4329797,15549056
4329797,15573968
4329797,16452529
4329797,16758470
4335135,5780679
4335135,6547894
4335135,12856821
4335135,13649061
4337751,13913638
4340684,842995
4340684,1166052
4340684,4026484
4340684,8394396
4340684,9611981
4340684,9674672
4340684,11095551
4340684,11928305
4340684,12041060
4340684,14291524
4340684,16432130
4340684,16490561
4349431,602845
4349431,3310313
4349431,3882277
4349431,10253764
4349431,10794744
4349431,12842862
4349431,14212970
4349537,7329330
4352003,616798
4352403,2288266
4352403,12850344
4355359,1268118
4355359,8396430
4356286,11860984
4357446,3441064
4357446,5783969
4362121,9980984
4362121,15397065
4366131,2176542
4367899,9456275
4369124,14163836
4369864,793844
4369864,992127
4369864,2067606
4369864,2788797
4369864,2844678
4369864,3561498
4369864,4127818
4369864,4872701
4369864,6869490
4369864,8262998
4369864,10781295
4369864,11996351
4369864,12327385
4369864,13833902
4369864,14305399
4369864,14489714
4369864,15489542
4369864,16736187
4370745,389297
4374665,9345814
4377183,3600366
4377183,4310798
4377183,5940314
4377518,404881
4377518,7432089
4377518,14561614
4379333,987227
4383885,5632073
4388478,3104609
4391584,16018433
4392881,10936538
4394080,7950859
4394510,629587
4394510,908879
4394510,2362915
4394510,2553106
4394510,7019377
4394510,9769035
4394510,10055854
4394510,10146152
4394510,11457391
4394510,11969797
4396540,11811367
4397711,12377501
4402515,8180950
4404573,9680197
4407362,472004
4407362,9969726
4408249,8440190
4408249,13583199
4412836,6588789
4415365,4199480
4415365,7481782
4415365,10518136
4415520,7720205
4417029,7194967
4422317,9474201
4436995,3504590
4436995,7989505
4439911,4228257
4440731,14716793
4441076,4420468
4441076,4601562
4441076,4798011
4441076,4823182
4441076,5110458
4441076,6500872
4441076,6656234
4441076,8803690
4441076,9769623
4441076,10170828
4441076,12044950
4441076,14991373
4441076,15369942
4441076,16316832
4441676,8246906
4441676,13366573
4442493,7329330
4443528,15646393
4444644,6067598
4445383,10931557
4445890,2420053
4448021,1492788
